,name,github_id,description,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,trending
370,scalpel,polygon/scalpel,Minimally invasive safe secret provisioning to Nix-generated service config files.,security,{},,,,0,False,,,,,,,,,,,
371,schizofox,schizofox/schizofox,Hardened Firefox flake for the delusional and the schizophrenics.,security,{},,,17.0,0,False,,,,,,,,,,,
372,shoji-nix,AdoPi/shoji-nix,Bundle and save your SSH keys with Nix.,security,{},,,3.0,0,False,,,,,,,,,,,
373,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,{},,,17.0,0,False,,,,,,,,,,,
374,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,{},,,18.0,0,False,,,,,,,,,,,
375,NixNeovim,NixNeovim/NixNeovim,Configure Neovim with Nix.,editors-and-ides,{},1.0,1.0,18.0,0,False,,,,,,,,,,,
376,sublime-nix,wmertens/sublime-nix,Nix syntax highlighting for Sublime Text.,editors-and-ides,{},,,6.0,0,False,,,,,,,,,,,
377,nix4nvchad,nix-community/nix4nvchad,Install NvChad on Nix-based system.,editors-and-ides,{},,,15.0,0,False,,,,,,,,,,,
378,nix4vscode,nix-community/nix4vscode,Nix overlay for VSCode.,editors-and-ides,{},,,16.0,0,False,,,,,,,,,,,
379,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,{},,,11.0,0,False,,,,,,,,,,,
380,celun,celun/celun,The customizable embedded Linux using Nix.,distributions,{},,,,0,False,,,,,,,,,,,
381,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,{},,,8.0,0,False,,,,,,,,,,,
382,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,{},,,12.0,0,False,,,,,,,,,,,
383,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,{},,,5.0,0,False,,,,,,,,,,,
384,nixos-riscv,NickCao/nixos-riscv,NixOS for RISC-V architecture.,distributions,{},,,6.0,0,False,,,,,,,,,,,
385,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,{},,,10.0,0,False,,,,,,,,,,,
386,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,{},,,5.0,0,False,,,,,,,,,,,
387,reupnix,tuhhosg/reupnix,Reconfigurable and Updateable Embedded Systems.,distributions,{},,,,0,False,,,,,,,,,,,
388,nix-lowlevel-experiments,svanderburg/nix-lowlevel-experiments,"Exploring low-level Nix, NixOS and system concepts.",learning,{},,,2.0,-1,False,3.0,,,,,,,,,,
389,pushnix,arnarg/pushnix,Simple cli utility that pushes NixOS configuration and triggers a rebuild using ssh.,deployment-tools,{},,,2.0,-1,False,3.0,,,,,,,,,,
390,lila,JulienMalka/lila,"Nix hash collection software, to aggregate build reports from several builders.",devops,{},,,2.0,-1,False,3.0,,,,,,,,,,
391,buildkit-nix,reproducible-containers/buildkit-nix,Nix derivations as Dockerfiles.,virtualisation,{},,,2.0,-1,False,3.0,,,,,,,,,,
392,nix-forall,o-santi/nix-forall,Nix bindings for all languages.,command-line-tools,{},,,2.0,-1,False,3.0,,,,,,,,,,
393,nix-inspect,bluskript/nix-inspect,Interactive tui for inspecting nix configs.,command-line-tools,{},,,2.0,-1,False,3.0,,,,,,,,,,
394,utf8,figsoda/utf8,UTF-8 support for Nix.,command-line-tools,{},,,2.0,-1,False,3.0,,,,,,,,,,
395,buildNodeModules,adisbladis/buildNodeModules,An experiment in improving node packaging for nix. Dead simple.,development,{},,,2.0,-1,False,3.0,,,,,,,,,,
396,evil-nix,cdepillabout/evil-nix,A Nix library to download files from the internet without requiring a hash.,development,{},,,2.0,-1,False,3.0,,,,,,,,,,
397,globset,pdtpartners/globset,Simplify Nix source management using familiar glob patterns.,development,{},,,2.0,-1,False,3.0,,,,,,,,,,
398,jordanisaacs/kernel-module-flake,jordanisaacs/kernel-module-flake,Nix flake for linux kernel module development with rust support.,development,{},,,2.0,-1,False,3.0,,,,,,,,,,
399,korora,adisbladis/korora,A tiny & fast type system for Nix in Nix.,development,{},,,2.0,-1,False,3.0,,,,,,,,,,
400,POP,divnix/POP,Pure Object Prototypes.,development,{},,,2.0,-1,False,3.0,,,,,,,,,,
401,composer-plugin-nixify,stephank/composer-plugin-nixify,Composer plugin to help with Nix packaging.,programming-languages,{},,,2.0,-1,False,3.0,,,,,,,,,,
402,composition-c4,fossar/composition-c4,Support for building composer packages from a `composer.lock` (using IFD).,programming-languages,{},,,2.0,-1,False,3.0,,,,,,,,,,
403,haxix,MadMcCrow/haxix,Nix flake to build haxe/Heaps.,programming-languages,{},,,2.0,-1,False,3.0,,,,,,,,,,
404,kebab,bwkam/kebab,Haxe packages for Nix.,programming-languages,{},,,2.0,-1,False,3.0,,,,,,,,,,
405,nixduino,boredom101/nixduino,Nix-based tool to help build Arduino sketches.,programming-languages,{},,,2.0,-1,False,3.0,,,,,,,,,,
406,rust-nix-templater,yusdacra/rust-nix-templater,Generates Nix build and development files for Rust projects.,programming-languages,{},,,2.0,-1,False,3.0,,,,,,,,,,
407,nix-steam-servers,scottbot95/nix-steam-servers,Nix packages and NixOS modules for managing Steam game servers.,nixos-modules,{},,,2.0,-1,False,3.0,,,,,,,,,,
408,nixos-router,chayleaf/nixos-router,A NixOS router framework.,nixos-modules,{},,,2.0,-1,False,3.0,,,,,,,,,,
409,systemd-nix,serokell/systemd-nix,Generate systemd units from NixOS-style descriptions.,nixos-modules,{},,,2.0,-1,False,3.0,,,,,,,,,,
410,hackpkgs,applePrincess/hackpkgs,"nixpkgs aiming for exploiting tools, which may include non-official package or difficult to push to mainstream.",overlays,{},,,2.0,-1,False,3.0,,,,,,,,,,
411,nix-casks,atahanyorganci/nix-casks,"Transforms Homebrew casks into Nix derivations, enabling installation of macOS GUI applications without Homebrew.",overlays,{},,,2.0,-1,False,3.0,,,,,,,,,,
412,sopswarden,pfassina/sopswarden,SOPS secrets management integrated with Bitwarden for NixOS.,security,{},,,2.0,-1,False,3.0,,,,,,,,,,
