,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,updated_github_id,trending,gitlab_id,gitlab_url
67,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,,2023-01-22 21:22:29,2026-05-03 16:31:03,2026-05-03 16:19:05,1906.0,405.0,33.0,2.0,986.0,3.0,28.0,493,18,True,1,2026-04-27 18:25:26,harmonia-v3.1.0,,,24.0,29.0,7.0,7.0,,,,
68,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2026-05-03 12:38:22,2026-05-03 12:38:21,471.0,67.0,30.0,4.0,289.0,8.0,32.0,482,18,True,1,2026-04-24 00:25:51,1.5.0,,,7.0,20.0,,,,,,
69,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-04-30 02:14:13,2026-03-16 10:50:43,673.0,2.0,59.0,4.0,363.0,7.0,27.0,384,18,True,2,2025-12-26 17:30:28,nixos-25.11,65862.0,1242.0,13.0,25.0,,,,,,
70,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2026-05-01 14:38:30,2026-05-01 14:38:27,2354.0,18.0,199.0,18.0,40.0,28.0,85.0,3480,17,True,2,,,,,,19.0,,,,,,
71,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,MPL-2.0,2022-07-12 00:03:07,2026-04-28 15:32:21,2026-04-28 15:32:17,372.0,12.0,177.0,11.0,71.0,5.0,21.0,2270,17,True,2,,,,,,38.0,,,,,,
72,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2026-04-27 21:31:17,2025-11-01 22:07:36,630.0,,100.0,11.0,116.0,120.0,99.0,2152,17,True,2,2023-05-15 05:17:28,0.4.0,,,7.0,37.0,,,,,,
73,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2026-03-01 17:57:49,2025-12-06 14:25:49,460.0,,142.0,33.0,141.0,119.0,211.0,2028,17,True,2,,,,,,23.0,,,,,,
74,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2026-05-03 10:19:16,2026-05-03 10:19:02,2701.0,12.0,100.0,41.0,10.0,4.0,25.0,1915,17,True,2,,,,,,7.0,,,,,,
75,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2026-04-27 09:44:14,2026-04-27 09:43:15,510.0,18.0,25.0,13.0,191.0,10.0,30.0,1610,17,True,2,2025-10-01 21:29:45,2.0.6,,,16.0,17.0,,,,,,
76,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2026-05-03 08:34:13,2026-05-03 08:18:27,2648.0,102.0,63.0,7.0,125.0,33.0,77.0,1032,17,True,2,,,,,,31.0,,,,,,
77,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2026-04-30 13:52:28,2026-04-30 13:50:25,1409.0,79.0,57.0,20.0,763.0,12.0,34.0,948,17,True,2,,,,,,45.0,,,,,,
78,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,109.0,9.0,149.0,208.0,227.0,895,17,False,2,2022-06-01 12:00:53,3.5.0,,,19.0,47.0,3.0,3.0,,,,
79,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2026-05-03 00:31:10,2024-12-03 01:17:10,594.0,,145.0,29.0,368.0,39.0,170.0,741,17,False,2,2023-01-31 21:35:49,0.1.0,,,1.0,39.0,,,,,,
80,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2026-05-03 01:09:51,2026-05-03 01:09:49,665.0,37.0,62.0,11.0,523.0,40.0,92.0,732,17,True,2,2024-12-10 12:11:02,0.4.0,,,4.0,37.0,,,,,,
81,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",ai-tooling,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-04-29 18:46:49,2026-04-25 03:22:54,434.0,31.0,32.0,6.0,106.0,1.0,41.0,627,17,True,2,2026-04-25 03:23:49,2.4.3,,,16.0,9.0,2.0,2.0,,,,
82,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2026-04-01 15:02:25,2026-04-01 15:01:58,479.0,4.0,39.0,6.0,443.0,16.0,66.0,483,17,True,2,2025-12-27 09:14:59,0.5.5,505.0,8.0,40.0,34.0,,,,,,
83,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2026-05-03 00:27:53,2026-03-26 15:21:29,461.0,21.0,43.0,11.0,69.0,19.0,33.0,478,17,True,2,2024-05-06 23:34:26,0.3.0,,,3.0,27.0,,,,,,
84,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2026-03-30 10:59:26,2026-02-08 21:18:40,334.0,7.0,75.0,1.0,180.0,34.0,46.0,302,17,True,2,2025-08-27 11:32:40,1.7.0,,,9.0,29.0,10.0,10.0,,,,
85,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/NixOS/nix-eval-jobs,https://github.com/NixOS/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2026-04-30 14:44:50,2026-04-30 14:43:58,899.0,12.0,46.0,9.0,364.0,18.0,32.0,244,17,True,2,2026-03-16 17:22:52,2.34.1,,,40.0,29.0,,,NixOS/nix-eval-jobs,,,
86,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2026-05-03 19:41:03,2026-05-03 19:41:01,498.0,22.0,26.0,9.0,304.0,37.0,93.0,231,17,True,2,2026-04-16 19:17:44,1.0.0,,,6.0,17.0,,,,,,
87,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2026-05-01 12:46:49,2026-05-01 12:46:15,332.0,20.0,29.0,41.0,62.0,13.0,25.0,214,17,True,2,2026-04-19 22:03:24,0.4.0.19,365.0,3.0,29.0,18.0,,,,,,
88,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2026-05-01 04:57:46,2026-04-14 03:41:41,1944.0,108.0,54.0,7.0,1009.0,310.0,772.0,85,17,True,2,,,,,,65.0,,,,,,
89,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2026-01-30 22:50:15,2026-01-30 22:50:15,487.0,,153.0,26.0,275.0,87.0,90.0,2408,16,True,2,,,,,,69.0,,,,,,
90,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2026-04-19 14:06:08,2026-01-19 10:23:42,361.0,,91.0,25.0,207.0,69.0,72.0,1519,16,True,2,,,,,,43.0,,,,,,
91,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,EUPL-1.2,2020-10-03 14:25:34,2026-05-03 19:34:57,2026-05-03 19:34:50,682.0,17.0,45.0,10.0,71.0,92.0,93.0,1479,16,True,2,2022-10-15 10:21:00,2.0.0.0,,,18.0,26.0,,,,,,
92,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2026-05-02 09:29:56,2026-05-01 23:41:12,451.0,9.0,69.0,21.0,191.0,61.0,64.0,1334,16,True,2,,,,,,24.0,,,,,,
93,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2026-05-04 00:26:35,2026-02-05 06:56:23,180.0,1.0,60.0,15.0,87.0,59.0,23.0,1328,16,True,2,2024-04-15 08:53:22,012,53531.0,849.0,12.0,13.0,,,,,,
94,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2026-05-01 02:17:46,2026-04-30 15:25:46,1680.0,83.0,78.0,13.0,404.0,37.0,74.0,1213,16,True,2,,,,,,55.0,,,,,,
95,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-11-24 09:26:17,2025-11-24 09:26:09,406.0,,67.0,27.0,149.0,53.0,60.0,1037,16,True,2,2024-10-23 08:41:20,1.8.0,,,10.0,33.0,,,,,,
96,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2026-04-08 08:14:39,2026-04-08 08:14:39,549.0,13.0,160.0,9.0,378.0,45.0,76.0,592,16,True,2,,,,,,135.0,,,,,,
97,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,97.0,6.0,90.0,119.0,124.0,587,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,49.0,13.0,13.0,,,,
98,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2026-05-01 22:43:02,2026-05-01 22:42:31,1120.0,11.0,92.0,16.0,236.0,111.0,187.0,583,16,True,2,,,,,,59.0,,,,,,
99,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,31.0,9.0,210.0,32.0,89.0,563,16,False,2,,,,,,30.0,151.0,151.0,,,,
100,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2026-05-01 01:32:59,2026-05-01 01:32:53,1252.0,71.0,21.0,2.0,1367.0,15.0,53.0,552,16,True,2,,,,,1.0,24.0,,,,,,
101,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2026-05-02 03:35:11,2026-05-02 03:35:10,1120.0,51.0,75.0,2.0,79.0,33.0,62.0,548,16,True,2,,,,,,30.0,,,,,,
102,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,44.0,8.0,1003.0,27.0,408.0,498,16,True,1,2024-08-12 19:34:11,24.09,194.0,3.0,25.0,27.0,,,,,,
103,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2026-02-16 18:52:16,2026-02-16 18:52:15,414.0,15.0,49.0,6.0,124.0,7.0,52.0,462,16,True,2,2026-02-16 18:49:48,0.14.0,,,1.0,31.0,2.0,2.0,,-2.0,,
104,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2026-05-03 03:30:12,2026-04-27 21:12:41,1042.0,62.0,17.0,10.0,536.0,97.0,64.0,455,16,True,2,2026-04-15 00:03:16,0.8.0,,,26.0,16.0,,,,,,
105,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2026-03-16 22:40:38,2026-03-16 22:40:38,473.0,14.0,51.0,11.0,99.0,22.0,31.0,451,16,True,2,2024-10-15 02:32:47,2.8.0,,,15.0,34.0,,,,,,
106,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2026-05-03 20:42:31,2026-05-03 20:42:06,2125.0,80.0,46.0,5.0,65.0,30.0,34.0,414,16,True,2,,,,,,18.0,,,,,,
107,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2026-03-30 10:04:52,2026-03-30 10:04:52,2702.0,31.0,158.0,13.0,383.0,75.0,252.0,401,16,True,2,,,,,,134.0,,,,,,
108,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2026-05-02 00:18:49,2026-04-25 21:25:25,718.0,125.0,13.0,6.0,175.0,6.0,50.0,362,16,True,2,2026-04-10 23:45:09,0.16.1,,,18.0,13.0,,,,,,
109,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-05-02 13:02:34,2026-03-27 14:59:20,708.0,16.0,9.0,6.0,212.0,3.0,11.0,324,16,True,2,2026-01-08 12:47:32,0.2.11,2429.0,69.0,33.0,12.0,2.0,2.0,,,,
110,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2026-05-03 09:33:53,2026-05-03 09:33:52,1617.0,76.0,29.0,6.0,48.0,6.0,26.0,253,16,True,2,,,,,,15.0,,,,,,
111,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2026-05-03 07:49:34,2026-05-03 07:49:33,2485.0,90.0,24.0,3.0,75.0,5.0,84.0,217,16,True,2,,,,,,16.0,,,90-008/nix-cargo-integration,,,
112,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/NixOS/nix-security-tracker,https://github.com/NixOS/nix-security-tracker,MIT,2023-08-31 16:49:45,2026-04-30 15:44:08,2026-04-30 15:34:37,924.0,179.0,33.0,6.0,656.0,99.0,214.0,92,16,True,1,,,,,,30.0,,,NixOS/nix-security-tracker,,,
113,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2026-04-29 23:16:27,2026-04-29 23:15:16,199.0,34.0,5.0,2.0,108.0,1.0,7.0,79,16,True,3,2025-07-15 02:38:22,12,,,12.0,4.0,1674.0,1674.0,,,,
114,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2026-04-28 22:35:07,2026-04-28 22:35:00,420.0,5.0,244.0,43.0,23.0,8.0,20.0,2973,15,True,2,,,,,,8.0,,,,,,
115,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2026-04-08 08:49:31,2026-03-14 09:20:29,258.0,1.0,79.0,26.0,104.0,33.0,51.0,1987,15,True,2,,,,,,12.0,5.0,5.0,,,,
116,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-12-10 00:33:51,2025-12-10 00:33:51,550.0,,65.0,9.0,71.0,29.0,92.0,1833,15,True,2,2025-06-13 06:48:41,2025-06-13,,,17.0,31.0,,,,,,
117,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,84.0,22.0,81.0,17.0,24.0,1588,15,False,2,2022-05-21 09:05:05,1.0.0,,,1.0,28.0,,,,,,
118,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,,145.0,11.0,831.0,174.0,128.0,1249,15,True,2,,,,,,80.0,,,,,,
119,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2026-05-01 15:09:13,2026-05-01 15:09:05,1422.0,32.0,54.0,10.0,351.0,119.0,254.0,1047,15,True,2,,,,,,21.0,,,,,,
120,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2026-05-01 04:01:38,2025-10-16 06:31:33,283.0,,33.0,7.0,77.0,38.0,45.0,894,15,True,2,2023-09-09 11:41:50,0.5.8,,,6.0,20.0,,,,,,
121,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2026-04-05 02:39:16,2026-02-05 02:45:57,456.0,3.0,57.0,13.0,135.0,91.0,56.0,886,15,True,2,2024-12-11 12:03:22,0.2.2.0,,,3.0,31.0,,,,,,
122,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2026-02-24 20:46:33,2026-02-24 19:44:30,89.0,2.0,30.0,15.0,105.0,22.0,55.0,813,15,True,2,2026-02-24 20:46:33,0.4.0,,,8.0,12.0,19.0,19.0,,,,
123,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2026-04-24 18:49:27,2026-04-24 18:46:52,2184.0,83.0,89.0,11.0,245.0,64.0,74.0,776,15,True,2,,,,,,33.0,,,,,,
124,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2026-04-29 11:46:39,2026-04-29 11:46:17,461.0,49.0,39.0,6.0,270.0,1.0,61.0,716,15,True,2,,,,,,19.0,,,,,,
125,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,39.0,12.0,75.0,17.0,21.0,713,15,False,2,,,,,,24.0,36.0,36.0,,,,
126,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2026-05-03 05:30:26,2026-04-16 04:51:18,622.0,72.0,15.0,12.0,464.0,50.0,55.0,618,15,True,2,2025-12-30 04:15:59,0.4.3,,,6.0,14.0,,,,,,
127,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,45.0,5.0,95.0,4.0,57.0,548,15,False,2,2024-07-02 21:31:57,1.5.1,,,9.0,23.0,,,,,,
128,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2026-05-03 08:37:03,2026-05-01 21:38:35,1417.0,115.0,42.0,5.0,416.0,,11.0,517,15,True,2,,,,,,9.0,,,,,,
129,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,85.0,12.0,218.0,71.0,119.0,455,15,True,2,2025-06-19 20:23:17,0.12.0,,,15.0,42.0,,,,,,
130,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,editors-and-ides,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2026-05-04 00:05:09,2026-05-04 00:05:08,2322.0,103.0,68.0,5.0,1164.0,1.0,92.0,415,15,True,2,,,,,,27.0,,,,,,
131,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/nix-media-server/nixarr,https://github.com/nix-media-server/nixarr,GPL-3.0,2024-02-21 09:34:24,2026-04-29 20:31:53,2026-04-29 20:31:53,581.0,49.0,47.0,6.0,91.0,9.0,60.0,377,15,True,2,,,,,,29.0,,,nix-media-server/nixarr,2.0,,
132,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2026-04-23 17:03:51,2026-04-23 17:03:45,192.0,3.0,36.0,3.0,73.0,21.0,40.0,362,15,True,2,2024-10-03 15:42:09,0.2.0,,,2.0,10.0,,,,,,
133,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2026-04-17 22:52:38,2026-04-17 22:52:38,237.0,6.0,18.0,6.0,47.0,7.0,35.0,309,15,True,1,2025-12-11 13:41:42,0.18.1,,,20.0,15.0,2.0,2.0,,,,
134,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2026-05-03 18:29:35,2026-05-03 18:29:35,476.0,119.0,32.0,7.0,248.0,10.0,20.0,267,15,True,2,2026-04-25 04:31:24,1.7.6,434.0,10.0,21.0,18.0,,,,,,
135,mcp-servers-nix,natsukium/mcp-servers-nix,A Nix-based configuration framework for Model Control Protocol (MCP) servers with ready-to-use packages.,ai-tooling,https://github.com/natsukium/mcp-servers-nix,https://github.com/natsukium/mcp-servers-nix,Apache-2.0,2025-04-06 17:58:14,2026-05-03 02:42:19,2026-04-30 13:29:08,786.0,251.0,33.0,3.0,418.0,6.0,15.0,246,15,True,2,,,,,,12.0,,,,,,
136,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-04-29 10:14:19,2026-04-26 20:50:56,192.0,4.0,49.0,2.0,120.0,19.0,32.0,231,15,True,2,,,,,,22.0,18.0,18.0,,,,
137,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-04-27 06:18:06,2026-04-21 08:42:14,275.0,17.0,25.0,4.0,120.0,27.0,48.0,180,15,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,
